wallet,from_address,to_address,hash,block,timestamp,tx_type,method_id,direction,asset,amount,token_amount,chain
0x83926eb6f4c829970e7793b42da3347c784f6cba,0x404e927b203375779a6abd52a2049ce0adf6609b,0x83926eb6f4c829970e7793b42da3347c784f6cba,0x013fe7f1a909f7b8cced75860b13a8c2b7a5952dbb32b0d68a429e36f37fefa9,0xa79ce8,1708758707,erc20,0xfb3bdb41,in,BRETT,100000000.0,0x52b7d2dcc80cd2e4000000,base
0x83926eb6f4c829970e7793b42da3347c784f6cba,0x404e927b203375779a6abd52a2049ce0adf6609b,0x83926eb6f4c829970e7793b42da3347c784f6cba,0x278242e3e40749aeff14f5578fbc26f7c70e159d2f28dd8a27553cc60383fc41,0xa79e09,1708759285,erc20,0x7ff36ab5,in,BRETT,4453824.043430203,0x3af22490210a62e3c1fb0,base
0x79190bb5b76100ec0819cf8649f3ef3a9ac355bc,0xfd92f4e91d54b9ef91cc3f97c011a6af0c2a7eda,0x79190bb5b76100ec0819cf8649f3ef3a9ac355bc,0x49cff05c5865b8865fbc2096ee05eb32e035d0626f608fe4afa1f6cdd2adafcc,0xa74595,1708713997,external,0x,in,ETH,0.4,0x58d15e176280000,base
0x79190bb5b76100ec0819cf8649f3ef3a9ac355bc,0x404e927b203375779a6abd52a2049ce0adf6609b,0x79190bb5b76100ec0819cf8649f3ef3a9ac355bc,0x3b651fded278205d5487d7994656b7a6f520119c00181c61e40104e9f7a9d0a7,0xa79ec0,1708759651,erc20,0x7ff36ab5,in,BRETT,12416102.807720449,0xa4536482a61b9eccfa427,base
0x79190bb5b76100ec0819cf8649f3ef3a9ac355bc,0x404e927b203375779a6abd52a2049ce0adf6609b,0x79190bb5b76100ec0819cf8649f3ef3a9ac355bc,0xdb78511d1275987740824fc4cc2aafbb3234b2ce6e677eff1cdfbaa1d2dedbf3,0xa79ff6,1708760271,erc20,0x7ff36ab5,in,BRETT,10453613.4968808,0x8a5a385ef430f9ae1f188,base
0x77e018bf4b1c1ba9872d43a9d8c95ff8081c402e,0xfd92f4e91d54b9ef91cc3f97c011a6af0c2a7eda,0x77e018bf4b1c1ba9872d43a9d8c95ff8081c402e,0x074ac4606efde2b4025cbe929b15799242fe2e611d61e888a3b89d85b7b32ca0,0xa733e6,1708704943,external,0x,in,ETH,0.05,0xb1a2bc2ec50000,base
0x77e018bf4b1c1ba9872d43a9d8c95ff8081c402e,0x404e927b203375779a6abd52a2049ce0adf6609b,0x77e018bf4b1c1ba9872d43a9d8c95ff8081c402e,0x2e6e53c168da517dc7d5c987b3f212a558ce6427f1771a193c96437929e4b977,0xa79c57,1708758417,erc20,0xfb3bdb41,in,BRETT,79015006.0,0x415c140ee6b422a6b80000,base
0x77e018bf4b1c1ba9872d43a9d8c95ff8081c402e,0x404e927b203375779a6abd52a2049ce0adf6609b,0x77e018bf4b1c1ba9872d43a9d8c95ff8081c402e,0x880c2ec4bb6c63cd9950e9e4cfac56dc36be56f9e8f7385e65f3e0cca6932eac,0xa79da6,1708759087,erc20,0x7ff36ab5,in,BRETT,14616523.73070152,0xc172b56d2934e57814072,base
0xf802ec5a8172c7ca8255d3e23ad5cf0fc9bab93c,0xfd92f4e91d54b9ef91cc3f97c011a6af0c2a7eda,0xf802ec5a8172c7ca8255d3e23ad5cf0fc9bab93c,0xebf14f6b2916c2e1694225cdd34bf6616d05ef43a9dfc1b037c7410f372ff90e,0xa742bb,1708712537,external,0x,in,ETH,0.15,0x214e8348c4f0000,base
0xf802ec5a8172c7ca8255d3e23ad5cf0fc9bab93c,0x404e927b203375779a6abd52a2049ce0adf6609b,0xf802ec5a8172c7ca8255d3e23ad5cf0fc9bab93c,0x0e56f3f4bfc50f2f496d3979613a5184414e4ac645c5d5d6eb708ece2fdf0d61,0xa79cbd,1708758621,erc20,0x7ff36ab5,in,BRETT,175995066.1181765,0x919467a6cf71b3fb6ee91b,base
0xf802ec5a8172c7ca8255d3e23ad5cf0fc9bab93c,0xf802ec5a8172c7ca8255d3e23ad5cf0fc9bab93c,0x404e927b203375779a6abd52a2049ce0adf6609b,0x78d1273bf21546520f577da795a8fe3bd4febb1c413b1571754e427a57d205d4,0xa79cce,1708758655,erc20,0x791ac947,out,BRETT,175995066.1181765,0x919467a6cf71b3fb6ee91b,base
0xf802ec5a8172c7ca8255d3e23ad5cf0fc9bab93c,0x404e927b203375779a6abd52a2049ce0adf6609b,0xf802ec5a8172c7ca8255d3e23ad5cf0fc9bab93c,0xe00ee3113ec98eb72a8e5f8103e358a9fb729b800c7d617d0d9564b0ebf555ff,0xa79e50,1708759427,erc20,0x7ff36ab5,in,BRETT,10039449.616788503,0x84defa77d3166017119a4,base
0xf802ec5a8172c7ca8255d3e23ad5cf0fc9bab93c,0x404e927b203375779a6abd52a2049ce0adf6609b,0xf802ec5a8172c7ca8255d3e23ad5cf0fc9bab93c,0xa6db63d432de3d27d7e0228b8b6260b43c4f03ba33c7d8daae1de1b59d696ca6,0xa7a091,1708760581,erc20,0x7ff36ab5,in,BRETT,2125164.886695243,0x1c2056b5aab304a0ac23e,base
0xdb61978d5df8bc79fa7965c52f45179bec9730ff,0xfd92f4e91d54b9ef91cc3f97c011a6af0c2a7eda,0xdb61978d5df8bc79fa7965c52f45179bec9730ff,0x4430fb944e123510904a6d022403a43aad2eb52c2cee306091b1626a1dade13f,0xa724cf,1708697217,external,0x,in,ETH,0.05,0xb1a2bc2ec50000,base
0xdb61978d5df8bc79fa7965c52f45179bec9730ff,0x404e927b203375779a6abd52a2049ce0adf6609b,0xdb61978d5df8bc79fa7965c52f45179bec9730ff,0xff862d8f3ffcf7e31e4846c3b95c4fe24ed2d96c8102dce7425434886f040e82,0xa79c48,1708758387,erc20,0xfb3bdb41,in,BRETT,71020544.0,0x3abf2f67a0a720c0000000,base
0x8f0e6aeafec12d4485b4e712662097261079f662,0x8f0e6aeafec12d4485b4e712662097261079f662,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,0xe0c9a8a061c906036dd4ba160bb39ea7a6faa9610e81f26d534103c73e43e76f,0xa6fca2,1708676647,external,0xe21fd0e9,out,ETH,0.02,0x470de4df820000,base
0x8f0e6aeafec12d4485b4e712662097261079f662,0x8f0e6aeafec12d4485b4e712662097261079f662,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,0xdb8cdec0de7735cad9fea567603a02290c8db69ed60f93854ad12f7abee4b177,0xa6fcf4,1708676811,external,0xe21fd0e9,out,ETH,0.04,0x8e1bc9bf040000,base
0x8f0e6aeafec12d4485b4e712662097261079f662,0x8f0e6aeafec12d4485b4e712662097261079f662,0x01b363546b7b49447734bc28e5f1d6b79383365e,0x6ee08b49bd5de0365db6ae7efe47b46c6ac30ed275c0c7fb785c96abf1c8875f,0xa76589,1708730357,external,0x,out,ETH,0.0137,0x30ac13d16c4000,base
0x8f0e6aeafec12d4485b4e712662097261079f662,0x04a9d53236ac03a95ba93dff306b12011967a846,0x8f0e6aeafec12d4485b4e712662097261079f662,0xfeafcf04f52bc50eb8a5b2d93ff90f1ad56de627fdb3b029420175243f91f8c4,0xa7b7a8,1708772403,erc20,0xa9059cbb,in,BRETT,10000000.0,0x84595161401484a000000,base
0x8f0e6aeafec12d4485b4e712662097261079f662,0x1bc5cf80f308518f000dde4c8f8139268aa014db,0x8f0e6aeafec12d4485b4e712662097261079f662,0x2c7e9721dbe201d8f5d7277d70563cb2ecd57c6a517ad7ad9afc35fc4797ceed,0xa7b96b,1708773305,erc20,0xe21fd0e9,in,BRETT,392528.71468656446,0x531f0635fd2af3add255,base
0x8f0e6aeafec12d4485b4e712662097261079f662,0x8f0e6aeafec12d4485b4e712662097261079f662,0x404e927b203375779a6abd52a2049ce0adf6609b,0x0eb05b72b0a3846114ed7c759738e9afe9880e09922823490f7e10afb282af89,0xa7d54d,1708787581,erc20,0x8af033fb,out,BRETT,2598132.178671641,0x2262d07127f9cc0000000,base
0x905e254dcd1e03317bf5388793c7cb178aca9f75,0xbaed383ede0e5d9d72430661f3285daa77e9439f,0x905e254dcd1e03317bf5388793c7cb178aca9f75,0x25e56772df394b5d62963b953f71b93ef8b2009ab29c61c3ffd51f00d4891a70,0xa6184e,1708559743,external,0x,in,ETH,0.15223,0x21cd460e2286000,base
0x905e254dcd1e03317bf5388793c7cb178aca9f75,0x2f66ace812532a9508520ebec6afd08c32338022,0x905e254dcd1e03317bf5388793c7cb178aca9f75,0x400d3379affe6b09c25db356c4607998f10f8b056f1853c3cfcd4e79f489acfb,0xa7f28d,1708802557,erc20,0xa9059cbb,in,BRETT,20000000.0,0x108b2a2c28029094000000,base
0x820d53c86dbe7fa68e0e416ea27667fc3f4e0cea,0xfd92f4e91d54b9ef91cc3f97c011a6af0c2a7eda,0x820d53c86dbe7fa68e0e416ea27667fc3f4e0cea,0x90886285970dbee3e17d2d31a343647166d4eeacf09839a602128f7d9f6b22c1,0xa743a1,1708712997,external,0x,in,ETH,0.2,0x2c68af0bb140000,base
0x820d53c86dbe7fa68e0e416ea27667fc3f4e0cea,0x404e927b203375779a6abd52a2049ce0adf6609b,0x820d53c86dbe7fa68e0e416ea27667fc3f4e0cea,0x6f35825788ebdd01ae59cd474bde919ad35ff3a9bf15b6a35a0cf7fb20e10a32,0xa79cb2,1708758599,erc20,0xfb3bdb41,in,BRETT,100000000.0,0x52b7d2dcc80cd2e4000000,base
0x820d53c86dbe7fa68e0e416ea27667fc3f4e0cea,0x404e927b203375779a6abd52a2049ce0adf6609b,0x820d53c86dbe7fa68e0e416ea27667fc3f4e0cea,0xd6ee08548b9658cda4f2b7ef8a83b0a48c5d8fcd93c90a7ff34aac5cb2ecff52,0xa79e7a,1708759511,erc20,0x7ff36ab5,in,BRETT,9545303.658181617,0x7e54bf2bab9ee311b3147,base
0x820d53c86dbe7fa68e0e416ea27667fc3f4e0cea,0x404e927b203375779a6abd52a2049ce0adf6609b,0x820d53c86dbe7fa68e0e416ea27667fc3f4e0cea,0x0d36ca9f94f9c4e381e6eb8a0a1e018d37c5cdc23fc146d0f45877b87cc06d15,0xa7a043,1708760425,erc20,0x7ff36ab5,in,BRETT,2824993.6511356058,0x256373672e9fe45e4e902,base
0x37de3e915528e533135a806bea22a11331e229ae,0xfd92f4e91d54b9ef91cc3f97c011a6af0c2a7eda,0x37de3e915528e533135a806bea22a11331e229ae,0x71638d43c2e4ea1729a1ee529967f2cfac71a4d69bc04a5745bbbca1b8f2ea9b,0xa736ab,1708706361,external,0x,in,ETH,0.1,0x16345785d8a0000,base
0x37de3e915528e533135a806bea22a11331e229ae,0x404e927b203375779a6abd52a2049ce0adf6609b,0x37de3e915528e533135a806bea22a11331e229ae,0x266f474b85980e383ce75ddbe59714afe921112f43f8481e735a503e7ec4732c,0xa79c90,1708758531,erc20,0x7ff36ab5,in,BRETT,88383201.2441089,0x491bdef0a41f872ae05d0d,base
0x6fc913df8d6810f0fd47047f326534499c34b019,0x389227bbd8f5b888f99565503f2ac93d3b2290a7,0x6fc913df8d6810f0fd47047f326534499c34b019,0x66eda461e621aa84c9c03d94ddd79a4fb79faa299b11586038a956c40df489dc,0xa6f7a0,1708674083,external,0x,in,ETH,0.008939387498165542,0x1fc25358567525,base
0x6fc913df8d6810f0fd47047f326534499c34b019,0x6fc913df8d6810f0fd47047f326534499c34b019,0x389227bbd8f5b888f99565503f2ac93d3b2290a7,0xacb579d32752b726f26290545ddcf1eb7741504d384bd37360d5e04c7c3c802d,0xa6f901,1708674789,external,0x,out,ETH,0.00068,0x26a74d6728000,base
0x6fc913df8d6810f0fd47047f326534499c34b019,0x6fc913df8d6810f0fd47047f326534499c34b019,0x389227bbd8f5b888f99565503f2ac93d3b2290a7,0xdbf416003c62f9c01239a98ab6afffa9f4d71b46ae77dab3b427da0f0afef0af,0xa6f913,1708674825,external,0x,out,ETH,0.008,0x1c6bf526340000,base
0x6fc913df8d6810f0fd47047f326534499c34b019,0x6fc913df8d6810f0fd47047f326534499c34b019,0x389227bbd8f5b888f99565503f2ac93d3b2290a7,0x1ef8b69ab9721ec5d58ab1af171d7108eff5803c79601cf68a34a05ef4d8ecc2,0xa79eda,1708759703,external,0x,out,ETH,0.0001,0x5af3107a4000,base
0x6fc913df8d6810f0fd47047f326534499c34b019,0x04a9d53236ac03a95ba93dff306b12011967a846,0x6fc913df8d6810f0fd47047f326534499c34b019,0x6982247b6796a9d94e99daf513a19990e7691d47b993c85f0d2987a95fb003ca,0xa7e1cc,1708793979,erc20,0xa9059cbb,in,BRETT,10000000.0,0x84595161401484a000000,base
0x6fc913df8d6810f0fd47047f326534499c34b019,0x389227bbd8f5b888f99565503f2ac93d3b2290a7,0x6fc913df8d6810f0fd47047f326534499c34b019,0x1afbfe4e3914cbee7121ce99990512984fc44d46f568135a0a3ab01488424ca0,0xa7ed19,1708799765,external,0x,in,ETH,0.00061466297925769,0x22f086089055a,base
0x6fc913df8d6810f0fd47047f326534499c34b019,0x6fc913df8d6810f0fd47047f326534499c34b019,0x404e927b203375779a6abd52a2049ce0adf6609b,0xe093a7e71de045fc531847c5b6fd8b4dbe029d6f30b2fcb320759f99e933b9be,0xa7ed49,1708799861,erc20,0x2646478b,out,BRETT,1000000.0,0xd3c21bcecceda1000000,base
0xd5f509aa81b033f1a61b2d2ed8c74b4756fb36b1,0xbaed383ede0e5d9d72430661f3285daa77e9439f,0xd5f509aa81b033f1a61b2d2ed8c74b4756fb36b1,0x8c49dd7a6d15e8f7076d990d88486613d56bfebb5acb05d48e6bad1867e6569f,0xa54197,1708449809,external,0x,in,ETH,0.32893,0x49098179df82000,base
0xd5f509aa81b033f1a61b2d2ed8c74b4756fb36b1,0xd5f509aa81b033f1a61b2d2ed8c74b4756fb36b1,0x9d3b721e6fccc4f5de0d3bab42a0b7435dd78d9b,0xc402197a887aa8001228b5293e49e3dd6cd49e93469f026f79cc705783901de7,0xa56bc6,1708471407,external,0x,out,ETH,0.03,0x6a94d74f430000,base
0xd5f509aa81b033f1a61b2d2ed8c74b4756fb36b1,0xd5f509aa81b033f1a61b2d2ed8c74b4756fb36b1,0xd5f509aa81b033f1a61b2d2ed8c74b4756fb36b1,0xd299809e8b91f4781966e78900aa90e9b9ada434de8b1f810ceb1cbec1b51ca9,0xa58b62,1708487591,external,0x,out,ETH,0.01,0x2386f26fc10000,base
0xd5f509aa81b033f1a61b2d2ed8c74b4756fb36b1,0xd5f509aa81b033f1a61b2d2ed8c74b4756fb36b1,0x9d3b721e6fccc4f5de0d3bab42a0b7435dd78d9b,0x4226d9a6e0ddbbeec9c4c03c24424ae1a3f0aa62b97edf92b9b52b30e207fe33,0xa58be6,1708487855,external,0x,out,ETH,0.01,0x2386f26fc10000,base
0xd5f509aa81b033f1a61b2d2ed8c74b4756fb36b1,0x1b1d2149d656f8ca33fb633e6f642b5a2426b53d,0xd5f509aa81b033f1a61b2d2ed8c74b4756fb36b1,0xa9ab58655aaa03a1613fa0d7465a216abfeaa5488f9ffc23713fd644b3623b2c,0xa6cd5f,1708652449,external,0x,in,ETH,0.24211862,0x35c2d9a229b9800,base
0x4f7828bf49685c416d2f1523684ca1d96391e8de,0xfd92f4e91d54b9ef91cc3f97c011a6af0c2a7eda,0x4f7828bf49685c416d2f1523684ca1d96391e8de,0x800f1050b7a36a73e852d0e681b2604dd434ba2ae86ed4020a7579f2eae0114e,0xa7372d,1708706621,external,0x,in,ETH,0.1,0x16345785d8a0000,base
0x4f7828bf49685c416d2f1523684ca1d96391e8de,0x404e927b203375779a6abd52a2049ce0adf6609b,0x4f7828bf49685c416d2f1523684ca1d96391e8de,0x162b51d73b60195874041a6fb3860acf3d3ffdc7c3e1322ba5fb89f46a7d579b,0xa79cdb,1708758681,erc20,0x7ff36ab5,in,BRETT,35970539.33908866,0x1dc10ed847cfd2ebe73409,base
0x4f7828bf49685c416d2f1523684ca1d96391e8de,0x404e927b203375779a6abd52a2049ce0adf6609b,0x4f7828bf49685c416d2f1523684ca1d96391e8de,0xac4d9f9b40267a0e1fe3634ce5f2328b90231c31d0ae160d14582c4b7744a8cd,0xa7a0c1,1708760677,erc20,0x7ff36ab5,in,BRETT,2101059.510423944,0x1bceaaa0ea83304aabb95,base
0xa0103a5e0011ca39308131708bdb65f522e760cb,0xb331aa229758e0686b501689c36a37f32b174d1a,0xa0103a5e0011ca39308131708bdb65f522e760cb,0xf11ffebfe0716886de072b4ec60c950d76e2f2a5b81c36da15b2cc2e9c576a8d,0x9ec9fa,1707602135,external,0x,in,ETH,1.0,0xde0b6b3a7640000,base
0xa0103a5e0011ca39308131708bdb65f522e760cb,0xa0103a5e0011ca39308131708bdb65f522e760cb,0x523c83e24a137aa8d943ac7660556f9138182aae,0x4c6f83115151ae733fd6892a43dd187367b48f0d9dda42d9c73cce76bfccbe57,0x9ecae5,1707602605,external,0x09c182c3,out,ETH,0.1,0x16345785d8a0000,base
0xa0103a5e0011ca39308131708bdb65f522e760cb,0xa0103a5e0011ca39308131708bdb65f522e760cb,0x523c83e24a137aa8d943ac7660556f9138182aae,0x2966057ae245831d468522b5e9b39725809002dcb79cf52a9d1e904dce77c1de,0x9ecb74,1707602891,external,0x09c182c3,out,ETH,0.1,0x16345785d8a0000,base
0xa0103a5e0011ca39308131708bdb65f522e760cb,0xa0103a5e0011ca39308131708bdb65f522e760cb,0x523c83e24a137aa8d943ac7660556f9138182aae,0x938a8761d200509b46aede60fbf69cd31dc6080bc707af03b2939e1e7f824c8b,0x9ecd23,1707603753,external,0x09c182c3,out,ETH,0.1,0x16345785d8a0000,base
0xa0103a5e0011ca39308131708bdb65f522e760cb,0xa0103a5e0011ca39308131708bdb65f522e760cb,0x523c83e24a137aa8d943ac7660556f9138182aae,0x1c788281b330ef49256e881bfa413e5ea7c3a86aa20eaa2ba9803f370ab87e9a,0x9f6e11,1707686149,external,0x09c182c3,out,ETH,0.2,0x2c68af0bb140000,base
0xa0103a5e0011ca39308131708bdb65f522e760cb,0xa0103a5e0011ca39308131708bdb65f522e760cb,0x523c83e24a137aa8d943ac7660556f9138182aae,0x20db1c24ce5de9a0cd9cf80e03704c87733628312721f08ff2cf667b182b7c35,0x9ff2a3,1707754025,external,0x09c182c3,out,ETH,0.2,0x2c68af0bb140000,base
0xa0103a5e0011ca39308131708bdb65f522e760cb,0xb331aa229758e0686b501689c36a37f32b174d1a,0xa0103a5e0011ca39308131708bdb65f522e760cb,0x7702a20e77fac96dc2fb08425c2dfbe926f915879393665a2fa5155731cd4aab,0xa06aa1,1707815461,external,0x,in,ETH,1.6,0x16345785d8a00000,base
0xa0103a5e0011ca39308131708bdb65f522e760cb,0x404e927b203375779a6abd52a2049ce0adf6609b,0xa0103a5e0011ca39308131708bdb65f522e760cb,0xde589562cf52e24822c0a6eba673a001c04846239c6b8564ce77c3d0d0f0bad5,0xa7a100,1708760803,erc20,0x09c182c3,in,BRETT,11634780.700368421,0x99fc2b9c00aff981d9e45,base
0x075120d076dd8e47067633887b91510b4a1444f5,0xfd92f4e91d54b9ef91cc3f97c011a6af0c2a7eda,0x075120d076dd8e47067633887b91510b4a1444f5,0x71885f3a4dd68917426272e096a6738ba07d61a32d6c4faa802b48992101d3de,0xa7358e,1708705791,external,0x,in,ETH,0.1,0x16345785d8a0000,base
0x075120d076dd8e47067633887b91510b4a1444f5,0x404e927b203375779a6abd52a2049ce0adf6609b,0x075120d076dd8e47067633887b91510b4a1444f5,0x65f31441507ebd04330af6e3a464abeca40ead1c9b50397874692870ac6108d8,0xa79c74,1708758475,erc20,0xfb3bdb41,in,BRETT,50000000.0,0x295be96e64066972000000,base
0x3f59dde6002b18163262e0ef593e67c7ecd754f7,0xfd92f4e91d54b9ef91cc3f97c011a6af0c2a7eda,0x3f59dde6002b18163262e0ef593e67c7ecd754f7,0x105e70c3dad981c04258d9be879e97d3742fea908cc7f7af06572a7309aa2417,0xa723da,1708696727,external,0x,in,ETH,0.05,0xb1a2bc2ec50000,base
0x3f59dde6002b18163262e0ef593e67c7ecd754f7,0x404e927b203375779a6abd52a2049ce0adf6609b,0x3f59dde6002b18163262e0ef593e67c7ecd754f7,0x907c3b1c10d4bc8fe254958f0c3796a6585a921a0d80f6b70665af31d28acff6,0xa79bdc,1708758171,erc20,0xfb3bdb41,in,BRETT,81601981.0,0x437fe44103eb2808d40000,base
0x3f59dde6002b18163262e0ef593e67c7ecd754f7,0x404e927b203375779a6abd52a2049ce0adf6609b,0x3f59dde6002b18163262e0ef593e67c7ecd754f7,0x3143f21e45c5d3f271032ea5f73c01b741783e3cef2834e26cc28f37d626e87a,0xa79be1,1708758181,erc20,0xfb3bdb41,in,BRETT,100000000.0,0x52b7d2dcc80cd2e4000000,base
0x3f59dde6002b18163262e0ef593e67c7ecd754f7,0x3f59dde6002b18163262e0ef593e67c7ecd754f7,0x148ac507bb2f1e30441548f19df79edfc57021a0,0x72c8dad8fb4a5f52562a8e147aea09462b8b91dac6b7a0008195787a1ba11d3e,0xa7f64c,1708804475,erc20,0xa9059cbb,out,BRETT,100000000.0,0x52b7d2dcc80cd2e4000000,base
0x311caf5ce308516154ee47a926531b0c56e7c0b9,0xfd92f4e91d54b9ef91cc3f97c011a6af0c2a7eda,0x311caf5ce308516154ee47a926531b0c56e7c0b9,0x80b5f8d5705a9e1dc3524598a2e22432cf58fa443687248817fa39e20d7a8630,0xa7256a,1708697527,external,0x,in,ETH,0.05,0xb1a2bc2ec50000,base
0x311caf5ce308516154ee47a926531b0c56e7c0b9,0x404e927b203375779a6abd52a2049ce0adf6609b,0x311caf5ce308516154ee47a926531b0c56e7c0b9,0x4632b31862a4525b75f6fbe1ac7dff5fb79ffbfa818f91d905e6bf20398eda25,0xa79c56,1708758415,erc20,0xfb3bdb41,in,BRETT,72806997.0,0x3c397b374a497b1c340000,base
0x311caf5ce308516154ee47a926531b0c56e7c0b9,0x404e927b203375779a6abd52a2049ce0adf6609b,0x311caf5ce308516154ee47a926531b0c56e7c0b9,0x0421e9ba06e28894e364f87b3ce1c1049d30954e86c0e02f45898ac630627ddc,0xa79d9d,1708759069,erc20,0x7ff36ab5,in,BRETT,21600328.29990841,0x11de0c24b9aa8a92211afe,base
0x388d0acb9284207602c842efb19a36c0b4635e29,0xfd92f4e91d54b9ef91cc3f97c011a6af0c2a7eda,0x388d0acb9284207602c842efb19a36c0b4635e29,0xf8a80f118eb57164cf7758b10399a68ee2998a4fe1e48ed24963e3ab502b3510,0xa7367a,1708706263,external,0x,in,ETH,0.1,0x16345785d8a0000,base
0x388d0acb9284207602c842efb19a36c0b4635e29,0x404e927b203375779a6abd52a2049ce0adf6609b,0x388d0acb9284207602c842efb19a36c0b4635e29,0x9ecee9e9b22cbb00b891a108e09c966d5b9b02810703bc7f200b24fc4b31d9b9,0xa79cb6,1708758607,erc20,0x7ff36ab5,in,BRETT,20743146.990496367,0x112888406681821d4ecabb,base
0x2440bffbc217a1ac736a85ba5eb44282b92acede,0xfd92f4e91d54b9ef91cc3f97c011a6af0c2a7eda,0x2440bffbc217a1ac736a85ba5eb44282b92acede,0x8e71c9130aeb99f4b4bedc79ab2308e1f957f414c5c0725dd2c1bcf52c1af75d,0xa736e2,1708706471,external,0x,in,ETH,0.1,0x16345785d8a0000,base
0x2440bffbc217a1ac736a85ba5eb44282b92acede,0x404e927b203375779a6abd52a2049ce0adf6609b,0x2440bffbc217a1ac736a85ba5eb44282b92acede,0xa247a119c60814d67393114c62c55bffa53645b72b8738200bde213a6763fbbe,0xa79c88,1708758515,erc20,0x7ff36ab5,in,BRETT,46204210.37975453,0x26381f437a547aa9a3a7ee,base
0x2440bffbc217a1ac736a85ba5eb44282b92acede,0x404e927b203375779a6abd52a2049ce0adf6609b,0x2440bffbc217a1ac736a85ba5eb44282b92acede,0xe08e4f7b3d9080569adb8d193f24aa7389d070e04fe42b4b179d02d6be9fd446,0xa7a0b0,1708760643,erc20,0x7ff36ab5,in,BRETT,2389693.1976708667,0x1fa09871f8075cb17860b,base
0x9fbe8599d79acbfb40a83bd3d33620db2f701e0c,0xfd92f4e91d54b9ef91cc3f97c011a6af0c2a7eda,0x9fbe8599d79acbfb40a83bd3d33620db2f701e0c,0xee6bd2dbea4e94f139b00d440ad5a52eb983e63b04626ee86ed5ab00e64d1c0e,0xa72524,1708697387,external,0x,in,ETH,0.05,0xb1a2bc2ec50000,base
0x9fbe8599d79acbfb40a83bd3d33620db2f701e0c,0x404e927b203375779a6abd52a2049ce0adf6609b,0x9fbe8599d79acbfb40a83bd3d33620db2f701e0c,0x1cecb9aee0743e5620d95422abe7606acb67221b4caaea45293d4dbcd8b4fe30,0xa79c50,1708758403,erc20,0xfb3bdb41,in,BRETT,89165941.0,0x49c19f58e1d183c0b40000,base
0x9fbe8599d79acbfb40a83bd3d33620db2f701e0c,0x404e927b203375779a6abd52a2049ce0adf6609b,0x9fbe8599d79acbfb40a83bd3d33620db2f701e0c,0x78e67ad98548af9d26d6f7ec66d0db21b4bc518d0b8e2e93727dfbf40dca1f0a,0xa79d7b,1708759001,erc20,0x7ff36ab5,in,BRETT,21147129.43997677,0x117e142f1cc52ef3637c3d,base
0xd0739459c5945bbedc7669bcb38c92cce9afa8de,0xfd92f4e91d54b9ef91cc3f97c011a6af0c2a7eda,0xd0739459c5945bbedc7669bcb38c92cce9afa8de,0xeadcfad28980520d927cbcf68455dd2f8ebfed4cfd817ac9e1ae9df1b7b5ab57,0xa73ccb,1708709497,external,0x,in,ETH,0.15,0x214e8348c4f0000,base
0xd0739459c5945bbedc7669bcb38c92cce9afa8de,0x404e927b203375779a6abd52a2049ce0adf6609b,0xd0739459c5945bbedc7669bcb38c92cce9afa8de,0xbbb8df6f8dac486f0c204dbdebafaa32985cc3359ab1de3c5fc952688700a0a0,0xa79cdc,1708758683,erc20,0xfb3bdb41,in,BRETT,50000000.0,0x295be96e64066972000000,base
0xd0739459c5945bbedc7669bcb38c92cce9afa8de,0x404e927b203375779a6abd52a2049ce0adf6609b,0xd0739459c5945bbedc7669bcb38c92cce9afa8de,0xbaa5f16ad935075e0430c670f9089b5ca774e46f06ced46c7a473038eed341da,0xa79e3f,1708759393,erc20,0x7ff36ab5,in,BRETT,7910169.643349971,0x68b0b27d58fda0d7497d5,base
0xd0739459c5945bbedc7669bcb38c92cce9afa8de,0x404e927b203375779a6abd52a2049ce0adf6609b,0xd0739459c5945bbedc7669bcb38c92cce9afa8de,0x9289a516fa25197966d05c516a5bc31e6a0aaf5db12aa3f7507407187d7981ce,0xa7a080,1708760547,erc20,0x7ff36ab5,in,BRETT,2065255.5559605602,0x1b555ba5fe13b955b35ce,base
0xfdbb0e84340d17d5da390ea2325cce477b292185,0xfd92f4e91d54b9ef91cc3f97c011a6af0c2a7eda,0xfdbb0e84340d17d5da390ea2325cce477b292185,0x597a37c6bf53dfc05b47b069cc155696ef33036b81aae0c5523bf85d1a4901bc,0xa7384f,1708707201,external,0x,in,ETH,0.1,0x16345785d8a0000,base
0xfdbb0e84340d17d5da390ea2325cce477b292185,0x404e927b203375779a6abd52a2049ce0adf6609b,0xfdbb0e84340d17d5da390ea2325cce477b292185,0x94a8e3f8c0f5e6e3141da55f4199cce9f20793f87b07ca21f026de75b414a26e,0xa79ccf,1708758657,erc20,0xfb3bdb41,in,BRETT,89797557.0,0x4a475f51b4c48645b40000,base
0xfdbb0e84340d17d5da390ea2325cce477b292185,0x404e927b203375779a6abd52a2049ce0adf6609b,0xfdbb0e84340d17d5da390ea2325cce477b292185,0x06eb7828cded3fb2f95c83499b6f72a42cb3026c2de2ae1158d667dfa92ba231,0xa79e00,1708759267,erc20,0x7ff36ab5,in,BRETT,7148553.600213745,0x5e9c3ddff1e314d0a2f2e,base
